# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_scf            17:(.)p_scf              18:phi_scf               19:phi'_scf              20:V_scf                 21:V'_scf                22:V''_scf               23:gr.fac. D             24:gr.fac. f          
       7.305901709257e+13       1.416081430474e-25       6.344635039568e-09       1.151615897474e+22       1.375807360459e+04       1.883145182088e-10       1.005151334639e+18       3.662735403171e-09       7.839247429430e+43       9.825058242588e+32       5.499387619800e+33       1.803847915758e+43       6.012826385860e+42       3.619096407308e+43       1.326219175314e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.108943143291e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       3.542167646117e-06       3.185701367918e+00 
       7.255115897971e+13       1.435975958491e-25       6.388290785253e-09       1.135660996139e+22       1.375807360459e+04       1.896327198362e-10       9.981641853415e+17       3.688374550993e-09       7.623536606878e+43       9.621587237081e+32       5.385498632982e+33       1.754211835105e+43       5.847372783683e+42       3.519510538901e+43       1.289725898152e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.142597223509e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       3.620882482697e-06       3.116446990354e+00 
       7.204683116158e+13       1.456149984731e-25       6.433765520342e-09       1.119927139753e+22       1.375807360459e+04       1.909601488751e-10       9.912256060988e+17       3.714193172850e-09       7.413761450905e+43       9.422329992863e+32       5.273968218103e+33       1.705941579409e+43       5.686471931365e+42       3.422664952618e+43       1.254236798355e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.176821643742e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       3.699597319277e-06       3.050139607581e+00 
       7.154600909790e+13       1.476607435867e-25       6.477421266027e-09       1.104411265879e+22       1.375807360459e+04       1.922968699172e-10       9.843352592838e+17       3.740192525060e-09       7.209758631097e+43       9.227199245489e+32       5.164747530565e+33       1.658999565570e+43       5.529998551902e+42       3.328484244726e+43       1.219724244200e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.211630423540e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       3.778312155858e-06       2.986595032423e+00 
       7.104866841896e+13       1.497352293733e-25       6.522896001115e-09       1.089110354509e+22       1.375807360459e+04       1.936429480066e-10       9.774928096165e+17       3.766373872735e-09       7.011369311369e+43       9.036109537710e+32       5.057788737316e+33       1.613349244653e+43       5.377830815511e+42       3.236895086360e+43       1.186161364298e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.247037851798e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       3.857026992438e-06       2.925644113394e+00 
       7.055478492449e+13       1.518388596108e-25       6.568370736204e-09       1.074021427474e+22       1.375807360459e+04       1.949984486427e-10       9.706979241474e+17       3.792738489844e-09       6.818439026289e+43       8.848977182042e+32       4.953044995893e+33       1.568955073432e+43       5.229850244774e+42       3.147826166432e+43       1.153522026674e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.283058492827e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       3.935741829018e-06       2.867131231126e+00 
       7.006433458242e+13       1.539720437494e-25       6.615664460696e-09       1.059141547868e+22       1.375807360459e+04       1.963634377832e-10       9.639502722418e+17       3.819287659272e-09       6.630817560821e+43       8.665720224120e+32       4.850470433916e+33       1.525782486716e+43       5.085941622387e+42       3.061208136101e+43       1.121780818421e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.319707192547e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.014456665599e-06       2.810912971692e+00 
       6.957729352772e+13       1.561351969920e-25       6.661139195785e-09       1.044467819473e+22       1.375807360459e+04       1.977379818477e-10       9.572495255628e+17       3.846022672887e-09       6.448358833359e+43       8.486258406805e+32       4.750020128991e+33       1.483797870437e+43       4.945992901456e+42       2.976973554787e+43       1.090913025914e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.356999084812e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.093171502179e-06       2.756856953006e+00 
       6.909363806129e+13       1.583287403746e-25       6.708432920277e-09       1.029997386194e+22       1.375807360459e+04       1.991221477206e-10       9.505953580564e+17       3.872944831597e-09       6.270920781994e+43       8.310513135032e+32       4.651650089042e+33       1.442968535477e+43       4.809895118255e+42       2.895056837653e+43       1.060894615567e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.394949597857e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.171886338759e-06       2.704840784082e+00 
       6.861334464875e+13       1.605531008481e-25       6.755726644769e-09       1.015727431509e+22       1.375807360459e+04       2.005160027546e-10       9.439874459349e+17       3.900055445418e-09       6.098365253901e+43       8.138407441395e+32       4.555317233041e+33       1.403262692217e+43       4.677542307391e+42       2.815394204549e+43       1.031702215120e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.433574460878e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.250601175339e-06       2.654751139932e+00 
       6.813638991932e+13       1.628087113619e-25       6.803020369262e-09       1.001655177915e+22       1.375807360459e+04       2.019196147739e-10       9.374254676612e+17       3.927355833535e-09       5.930557897776e+43       7.969865952435e+32       4.460979372143e+33       1.364649425789e+43       4.548831419295e+42       2.737923630347e+43       1.003313095444e+44       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.472889710751e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.329316011920e-06       2.606482937388e+00 
       6.766275066466e+13       1.650960109478e-25       6.850314093754e-09       9.877778863892e+21       1.375807360459e+04       2.033330520773e-10       9.309091039337e+17       3.954847324370e-09       5.767368059232e+43       7.804814855632e+32       4.368595191206e+33       1.327098671997e+43       4.423662239991e+42       2.662584796651e+43       9.757051528395e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.512911698879e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.408030848500e-06       2.559938599220e+00 
       6.719240383780e+13       1.674154448056e-25       6.897607818246e-09       9.740928558575e+21       1.375807360459e+04       2.047563834419e-10       9.244380376700e+17       3.982531255640e-09       5.608668679066e+43       7.643181867077e+32       4.278124230703e+33       1.290581193920e+43       4.301937313068e+42       2.589319044834e+43       9.488568918325e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.553657098188e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.486745685080e-06       2.515027395725e+00 
       6.672532655193e+13       1.697674643896e-25       6.946720532142e-09       9.605974226666e+21       1.375807360459e+04       2.061896781260e-10       9.180119539920e+17       4.010408974429e-09       5.454336194339e+43       7.484896199820e+32       4.189526868996e+33       1.255068559141e+43       4.183561863802e+42       2.518069330364e+43       9.227474084337e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.595142910263e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.565460521660e-06       2.471664854420e+00 
       6.626149607938e+13       1.721525274968e-25       6.994014256634e-09       9.472889600668e+21       1.375807360459e+04       2.076330058728e-10       9.116305402106e+17       4.038481837250e-09       5.304250442161e+43       7.329888532864e+32       4.102764304991e+33       1.220533117609e+43       4.068443725364e+42       2.448780178391e+43       8.973563738644e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.637386472626e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.644175358241e-06       2.429772229769e+00 
       6.580088985043e+13       1.745710983556e-25       7.043126970530e-09       9.341648777002e+21       1.375807360459e+04       2.090864369140e-10       9.052934858099e+17       4.066751210110e-09       5.158294566141e+43       7.178090980808e+32       4.017798541136e+33       1.186947980117e+43       3.956493267057e+42       2.381397640553e+43       8.726640187285e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.680405466170e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.722890194821e-06       2.389276025939e+00 
       6.534348545226e+13       1.770236477164e-25       7.092239684425e-09       9.212226210965e+21       1.375807360459e+04       2.105500419723e-10       8.990004824329e+17       4.095218468581e-09       5.016354925399e+43       7.029437064116e+32       3.934592366791e+33       1.154286997361e+43       3.847623324535e+42       2.315869252977e+43       8.486511176200e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.724217922745e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.801605031401e-06       2.350107566498e+00 
       6.488926062786e+13       1.795106529432e-25       7.143171387725e-09       9.084596711764e+21       1.375807360459e+04       2.120238922662e-10       8.927512238658e+17       4.123884997861e-09       4.878321006084e+43       6.883861680004e+32       3.853109341920e+33       1.122524739580e+43       3.741749131933e+42       2.252143995421e+43       8.252989741539e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.768842232891e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.880319867982e-06       2.312202605748e+00 
       6.443819327494e+13       1.820325981063e-25       7.192284101620e-09       8.958735437603e+21       1.375807360459e+04       2.135080595120e-10       8.865454060236e+17       4.152752192845e-09       4.744085335330e+43       6.741301073928e+32       3.773313781144e+33       1.091636476760e+43       3.638788255867e+42       2.190172251561e+43       8.025894064096e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.814297153744e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       4.959034704562e-06       2.275500977086e+00 
       6.399026144483e+13       1.845899740771e-25       7.243215804920e-09       8.834617890856e+21       1.375807360459e+04       2.150026159286e-10       8.803827269351e+17       4.181821458195e-09       4.613543397580e+43       6.601692811659e+32       3.695170738102e+33       1.061598159377e+43       3.538660531257e+42       2.129905770350e+43       7.805047327743e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.860601817094e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.037749541142e-06       2.239946274319e+00 
       6.354544334144e+13       1.871832786229e-25       7.294147508219e-09       8.712219913295e+21       1.375807360459e+04       2.165076342401e-10       8.742628867280e+17       4.211094208402e-09       4.486593553207e+43       6.464975751946e+32       3.618645990152e+33       1.032386399672e+43       3.441287998906e+42       2.071297628457e+43       7.590277581762e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.907775737612e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.116464377723e-06       2.205485562406e+00 
       6.310371732019e+13       1.898130165043e-25       7.345079211518e-09       8.591517681391e+21       1.375807360459e+04       2.180231876798e-10       8.681855876147e+17       4.240571867860e-09       4.363136959379e+43       6.331090019734e+32       3.543706023385e+33       1.003978453441e+43       3.346594844804e+42       2.014302193728e+43       7.381417606966e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -1.955838821252e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.195179214303e-06       2.172069114491e+00 
       6.266506188699e+13       1.924796995731e-25       7.396010914817e-09       8.472487701672e+21       1.375807360459e+04       2.195493499935e-10       8.621505338775e+17       4.270255870935e-09       4.243077493099e+43       6.199976979947e+32       3.470318017940e+33       9.763522023291e+42       3.254507341097e+42       1.958875089662e+43       7.178304785499e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.004811373817e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.273894050883e-06       2.139650172484e+00 
       6.222945569711e+13       1.951838468724e-25       7.448761607520e-09       8.355106806154e+21       1.375807360459e+04       2.210861954435e-10       8.561574318545e+17       4.300147662031e-09       4.126321676367e+43       6.071579211804e+32       3.398449833640e+33       9.494861366053e+42       3.164953788684e+42       1.904973160851e+43       6.980780974224e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.054714109709e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.352608887464e-06       2.108184728771e+00 
       6.179687755423e+13       1.979259847371e-25       7.499693310820e-09       8.239352147831e+21       1.375807360459e+04       2.226337988116e-10       8.502059899251e+17       4.330248695665e-09       4.012778603396e+43       5.945840483672e+32       3.328069995908e+33       9.233593384181e+42       3.077864461394e+42       1.852554439391e+43       6.788692381597e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.105568160862e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.431323724044e-06       2.077631326905e+00 
       6.136730640936e+13       2.007066468966e-25       7.552444003522e-09       8.125201196227e+21       1.375807360459e+04       2.241922354033e-10       8.442959184956e+17       4.360560436534e-09       3.902359869831e+43       5.822705728445e+32       3.259147681990e+33       8.979514655076e+42       2.993171551692e+42       1.801578112193e+43       6.601889447917e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.157395085850e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.510038560624e-06       2.047950879378e+00 
       6.094072135984e+13       2.035263745789e-25       7.605194696225e-09       8.012631733011e+21       1.375807360459e+04       2.257615810511e-10       8.384269299857e+17       4.391084359590e-09       3.794979503924e+43       5.702121019419e+32       3.191652707448e+33       8.732427353674e+42       2.910809117891e+42       1.752004489219e+43       6.420226728886e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.210216879191e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.588753397205e-06       2.019106500796e+00 
       6.051710164830e+13       2.063857166153e-25       7.657945388928e-09       7.901621847675e+21       1.375807360459e+04       2.273419121185e-10       8.325987388140e+17       4.421821950106e-09       3.690553899588e+43       5.584033546684e+32       3.125555512951e+33       8.492139098419e+42       2.830713032806e+42       1.703794972567e+43       6.243562782366e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.264055980848e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.667468233785e-06       1.991063354951e+00 
       6.009642666167e+13       2.092852295480e-25       7.712515071034e-09       7.792149933264e+21       1.375807360459e+04       2.289333055033e-10       8.268110613843e+17       4.452774703757e-09       3.589001751309e+43       5.468391593988e+32       3.060827151318e+33       8.258462801475e+42       2.752820933825e+42       1.656912026430e+43       6.071760058247e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.318935285915e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.746183070365e-06       1.963788514473e+00 
       5.967867593016e+13       2.122254777379e-25       7.767084753141e-09       7.684194682176e+21       1.375807360459e+04       2.305358386418e-10       8.210636160718e+17       4.483944126682e-09       3.490243990837e+43       5.355144516091e+32       2.997439274851e+33       8.031216523059e+42       2.677072174353e+42       1.611319147862e+43       5.904684791358e+43       2.648171197840e+02      -2.648171197840e+02       5.394005440487e-01      -2.374878154514e-33       7.944513593520e+02       5.891364908705e+03       3.276617890196e+04       5.824897906946e-06       1.937250831845e+00 
